product,category,url,ingredients,Synthetic Fluorphlogopite,Lanolin,Vanilla,Glycol Cetearate,Grapefruit Water,Oudh,Linalool,Ground White Rice,Olibanum,Coconut Cream,Myrrh Resinoid,Icing Sugar,Mint,Marigold Petals,Cassis,Silken Tofu,Hexyl Cinnamal,Styrax Resinoid,Guar Gum,Cocamidopropyl Betaine,Apricot Kernel,Oak Moss Extract,Xanthan Gum,Aubergine,Glycerine,Popping Candy,Marigold Powder,Banana and Oat Decoction,Sodium Coco Sulfate,Strawberry Juice,Blackcurrant,Candy Flower,Coriander Seed,Cedarwood,Sodium Carbonate,Oregano,Cocoa Butter,Vine Leaves,Violet Leaf,Ground Aduki Beans,Avocado,Extra Virgin Olive,Orange Juice,Grapefruit,Cream of Tartar,Sodium Chloride,Olive,Sodium Bicarbonate,Stearic Acid,Mimosa,Lemon Juice,Neroli,Walnut,Carrageenan Extract,Potato Starch,Calcium Sodium Borosilicate,Peach Kernel,Citral,Bergamot,Manuka Honey,Benzyl Salicylate,Castor,Almond Milk,Murumuru Butter,Sand,Cassia,Tangerine,Litsea Cubeba,Propylene Glycol,DRF Alcohol,Benzoin Resinoid,German Chamomile Flowers,Cistus,Green Olives,Tea Tree,English Honey,Cupuaçu Butter,Vine Leaf,Sodium Laureth Sulfate,Pear,Oregano and Rose Petal,Cetearyl Alcohol,Pioppino Mushrooms,Jasmine Flower,Yellow and Red Rose Petals,Sodium carboxymethyl cellulose,Petitgrain,Propylparaben,Gardenia Extract,Japanese Rapeseed,Fine Oatmeal,Sweet Wild Orange,Pakistani Rose,Chamomile,Ground Coconut Shell,Lemongrass,Sunflower Wax,Tin Oxide,Balanites,Lotus Root,Vanilla Pod,Soybean Flour,Arame Seaweed,Lemon Myrtle,Whole Clove,Sage,Chamomile Blue,Green Tea Powder,Lime,Oat Milk,Lime Juice,Calcium Lactate Gluconate,Rosemary,Roman Chamomile,Chlorophyllin,Rapeseed,Citric Acid,Benzyl Alcohol,Tonka,Honey,Tarragon,Dipropylene Glycol,Sodium Alginate,Rosewood,Fig Decoction,Glyceryl stearate,Frankincense Resinoid,Cardamom,Farnesol,Lauryl Betaine,Luminescent Zinc Sulfide,Triethanolamine,Cowslips,Maltodextrin,Citronellol,Eugenol,Talc,Vetivert,Menthol Crystals,Sea Salt,Thyme,Siberian Fir Needle,Davana,Fir Needle,Elemi,Brazilian Orange,Cinnamon Leaf,Sodium polyacrylate,Dried Currants,Epsom Salt,Kinako Powder,Dragon Fruit Powder,Aniseed,Sicilian Lemon,Rice Paper,Benzyl Cinnamate,Alpha-Isomethyl Ionone,Coumarin,Orange Peel Wax,Sodium Stearate,Australian Sandalwood,Jasmine,Avocado Butter,Coconut Flour,Candy Eyes,Blackberry Puree,Mandarin Juice,Titanium Dioxide,Tincture of Benzoin,Granulated Sugar,Lemon Peel,Carnauba Wax,Pink Pepper,Orange Flower,Powdered Charcoal,Pink Grapefruit infusion,Methylparaben,Lemon,Tagetes,Coriander,Turmeric Powder,Agar Agar Strands,Cinnamal,Black Peppercorn,Argan,Apple Pulp,Oat Flour,Rice Bran,Spearmint,Almond,Ylang Ylang,Strawberry Powder,Ground Almonds,Cocoa Powder,Lavandin,Chia Seeds,Lime Extracted in Vodka,Cocoa,Rose Water,Geranium,Aloe Vera Extract,Agave Syrup,Goji Berry Juice,Kaolin,Blackcurrant Powder,Grapefruit Juice,Clary Sage,Peach Juice,Soya Milk,Lime Puree,Hydroxycitronellal,Black Pepper,Clove Bud,Honey Water,Poppy Seeds,Peach,Pine,Daisy Flowers,Sandalwood,Sicilian Red Mandarin,Labdanum Resinoid,Mango Butter,Cinnamyl Alcohol,Olibanum Resinoid,Synthetic Musk,Laureth 4,Elderflowers,Raspberries,Lavender Sprig,Cypress,Lavender Flowers,Extra Virgin Coconut,Shea Butter,Whole Oats,Rhubarb Puree,Coconut Milk Powder,Butylphenyl Methylpropional,Marshmallow Root Powder,Chamomile Powder,Perfume,Dried Apricots,Wheatgerm,Jojoba,Lavender,Olive Leaf,Osmanthus,Buchu,Tetrasodium Etidronate,Moroccan Chamomile,Limonene,Seaweed,Disodium Lauryl Sulfosuccinate,EDTA,Juniperberry,Lavender Flower,Sodium Hydroxide,Sodium Lauryl Sulfate,Amyl Cinnamal,Eucalyptus,Dried Cranberries,Lactic Acid,Water,Tolu Balsam,Ginger,Silica,Amaranth Flowers,Aloe Vera Gel,Sodium Cocoamphoacetate,Makrut Lime Leaf,Rice Paper Flower,Chrysanthemum,Dried Elderflower,Geraniol,Benzyl Benzoate,Patchouli,Hydroxy propyl methyl cellulose,Peppermint,Cypress Leaf,Ho Wood,White Tea,Pink Delphinium Petals,Cornstarch,Rose,Raspberry Juice,Ground Rice,White Sugar Crystals
Love,bubble-bars,https://uk.lush.com/products/bubble-bars/love-bubble-bath,"{'Synthetic Fluorphlogopite', 'Citral', 'Bergamot', 'Jasmine', 'Oak Moss Extract', 'Benzyl Salicylate', 'Cinnamal', 'Linalool', 'Cream of Tartar', 'Lemongrass', 'Geraniol', 'Benzyl Benzoate', 'Glycerine', 'Perfume', 'Tin Oxide', 'Titanium Dioxide', 'Farnesol', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Rose', 'Ylang Ylang', 'Benzyl Alcohol', 'Sodium Carbonate', 'Coumarin', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
Lucky Cat,bubble-bars,https://uk.lush.com/products/bubble-bars/lucky-cat-bubble-bath,"{'Synthetic Fluorphlogopite', 'Guar Gum', 'Jasmine', 'Linalool', 'Cream of Tartar', 'Butylphenyl Methylpropional', 'Geraniol', 'Benzyl Benzoate', 'Sodium Bicarbonate', 'Glycerine', 'Perfume', 'Tin Oxide', 'Hydroxy propyl methyl cellulose', 'Titanium Dioxide', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Neroli', 'Hydroxycitronellal', 'Cornstarch', 'Citronellol', 'Ylang Ylang', 'Sodium carboxymethyl cellulose', 'Alpha-Isomethyl Ionone'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0
Magic Crystals,body-scrubs,https://uk.lush.com/products/body-scrubs/magic-crystals,"{'Titanium Dioxide', 'Sea Salt', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Menthol Crystals', 'Peppermint', 'Epsom Salt', 'Rosemary', 'Mint', 'Sodium Cocoamphoacetate', 'Sage', 'Lactic Acid', 'Aniseed', 'Spearmint', 'Perfume', 'Propylene Glycol', 'Limonene'}",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Marshmallow World,bath-bombs,https://uk.lush.com/products/bath-bombs/marshmallow-world,"{'Vanilla', 'Cream of Tartar', 'Sodium Bicarbonate', 'Marshmallow Root Powder', 'Water', 'Perfume', 'Titanium Dioxide', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Granulated Sugar', 'Icing Sugar', 'Calcium Lactate Gluconate', 'Clary Sage', 'Lavender', 'Cornstarch', 'Propylene Glycol', 'Citric Acid', 'Alpha-Isomethyl Ionone', 'Benzoin Resinoid', 'Sodium Alginate', 'Coumarin', 'Potato Starch'}",0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Melusine,bath-bombs,https://uk.lush.com/products/bath-bombs/melusine,"{'Titanium Dioxide', 'Sea Salt', 'Synthetic Fluorphlogopite', 'Citral', 'Citric Acid', 'Bergamot', 'Gardenia Extract', 'Perfume', 'Calcium Sodium Borosilicate', 'Sodium Coco Sulfate', 'Sodium Bicarbonate', 'Dipropylene Glycol', 'Olibanum', 'Litsea Cubeba', 'Carrageenan Extract', 'Tin Oxide', 'Amyl Cinnamal', 'Water', 'Limonene'}",1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mermaid,fun,https://uk.lush.com/products/fun/mermaid,"{'Violet Leaf', 'Titanium Dioxide', 'Synthetic Fluorphlogopite', 'Linalool', 'Sodium Laureth Sulfate', 'Citral', 'Talc', 'Tin Oxide', 'Lime', 'Glycerine', 'Seaweed', 'Limonene', 'Perfume', 'Cornstarch', 'Calcium Sodium Borosilicate'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mermaid Tail,bubble-bars,https://uk.lush.com/products/bubble-bars/mermaid-tale-bubble-bath,"{'Synthetic Fluorphlogopite', 'Citral', 'Cocamidopropyl Betaine', 'Grapefruit', 'Linalool', 'Cream of Tartar', 'Geraniol', 'Sodium Bicarbonate', 'Laureth 4', 'Tin Oxide', 'Perfume', 'Titanium Dioxide', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Calcium Sodium Borosilicate', 'Sodium Coco Sulfate', 'Hydroxycitronellal', 'Cornstarch', 'Carnauba Wax', 'Ylang Ylang', 'Lemon Myrtle', 'Alpha-Isomethyl Ionone', 'Cocoa Butter', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Milky Bath,bubble-bars,https://uk.lush.com/products/bubble-bars/milky-bath-bubble-bath,"{'Synthetic Fluorphlogopite', 'Amyl Cinnamal', 'Benzyl Salicylate', 'Linalool', 'Cream of Tartar', 'Butylphenyl Methylpropional', 'Geraniol', 'Brazilian Orange', 'Glycerine', 'Patchouli', 'Perfume', 'Tin Oxide', 'Oat Flour', 'Titanium Dioxide', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Hydroxycitronellal', 'Citronellol', 'Sodium Carbonate', 'Hexyl Cinnamal', 'Limonene'}",1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Minamisoma,shower-oils-and-moisturisers,https://uk.lush.com/products/vegan-shower-oils-and-moisturisers/minamisoma,"{'Titanium Dioxide', 'Linalool', 'Rapeseed', 'Cinnamyl Alcohol', 'Citral', 'Bergamot', 'Cocamidopropyl Betaine', 'Turmeric Powder', 'Olibanum', 'Kinako Powder', 'Litsea Cubeba', 'Sunflower Wax', 'Perfume', 'Amyl Cinnamal', 'Cocoa Butter', 'Lemon Juice', 'Limonene'}",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mmmelting Marshmallow Moment,bath-oils,https://uk.lush.com/products/bath-oils/mmmelting-marshmallow-moment,"{'Marigold Powder', 'Titanium Dioxide', 'Lauryl Betaine', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Sodium Bicarbonate', 'Marshmallow Root Powder', 'Laureth 4', 'Chamomile Powder', 'Synthetic Musk', 'Alpha-Isomethyl Ionone', 'Perfume', 'Cocoa Butter', 'Limonene'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monsters And Aliens,fun,https://uk.lush.com/products/fun/monsters-and-aliens,"{'Sodium Laureth Sulfate', 'Vanilla', 'Talc', 'Gardenia Extract', 'Glycerine', 'Patchouli', 'Perfume', 'Cornstarch', 'Black Pepper', 'Limonene'}",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Nana,shower-gels,https://uk.lush.com/products/shower-gel/nana,"{'Wheatgerm', 'Titanium Dioxide', 'Sea Salt', 'Banana and Oat Decoction', 'Xanthan Gum', 'Cocamidopropyl Betaine', 'Sodium Cocoamphoacetate', 'Glycerine', 'Perfume', 'Propylene Glycol'}",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ninja,bath-bombs,https://uk.lush.com/products/all-bath-shower/ninja,"{'Synthetic Fluorphlogopite', 'Cocamidopropyl Betaine', 'Geranium', 'Labdanum Resinoid', 'Cream of Tartar', 'Geraniol', 'Sodium Bicarbonate', 'Glycerine', 'Patchouli', 'Water', 'Perfume', 'Tin Oxide', 'Popping Candy', 'Hydroxy propyl methyl cellulose', 'Titanium Dioxide', 'Sodium Coco Sulfate', 'DRF Alcohol', 'Citronellol', 'Citric Acid', 'Sodium carboxymethyl cellulose', 'Coumarin', 'Limonene'}",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Not Sleepy Shower Bomb,shower-bombs,https://uk.lush.com/products/shower-bombs/not-sleepy-shower-bomb,"{'Linalool', 'Sodium Laureth Sulfate', 'Cream of Tartar', 'Citral', 'Citric Acid', 'Potato Starch', 'Calcium Lactate Gluconate', 'Cocamidopropyl Betaine', 'Lemon Myrtle', 'Sodium Bicarbonate', 'Lime', 'Ground White Rice', 'Neroli', 'Lemongrass', 'Brazilian Orange', 'Petitgrain', 'Water', 'Sodium Alginate', 'Sicilian Lemon', 'Limonene'}",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
